"번호","k-아파트코드","k-아파트명","k-단지분류(아파트,주상복합등등)","kapt도로명주소","주소(시도)k-apt주소split","주소(시군구)","주소(읍면동)","나머지주소","주소(도로명)","주소(도로상세주소)","k-전화번호","k-팩스번호","단지소개기존clob","단지첨부파일","k-세대타입(분양형태)","k-관리방식","k-복도유형","k-난방방식","k-전체동수","k-전체세대수","k-건설사(시공사)","k-시행사","k-사용검사일-사용승인일","k-연면적","k-주거전용면적","k-관리비부과면적","k-전용면적별세대현황(60㎡이하)","k-전용면적별세대현황(60㎡~85㎡이하)","k-85㎡~135㎡이하","k-135㎡초과","k-홈페이지","k-등록일자","k-수정일자","고용보험관리번호","경비비관리형태","세대전기계약방법","청소비관리형태","건축면적","주차대수","기타/의무/임대/임의=1/2/3/4","단지승인일","사용허가여부","관리비 업로드","좌표X","좌표Y","단지신청일"
"1112","A13003003","답십리두산위브","아파트","서울특별시 동대문구 황물로15길 25","서울","동대문구","답십리동","998","황물로15길","25","0222460192","0222460193","","","분양","위탁관리","계단식","개별난방","7","516","두산건설","두산건설","2007-04-26 00:00:00.0","73428","39195","51451","228","252","36","","","","2022-04-05 06:04:36.0","90700286871","위탁","단일계약","위탁","5021.75","516","의무","2013-06-20 17:35:44.0","Y","N","127.0578742","37.5663332","2013-03-07 09:46:27.0"
"1113","A15603204","상도래미안1차","아파트","서울특별시 동작구 등용로 37","서울","동작구","상도동","450","등용로","37","028236884","028236885","","","분양","위탁관리","계단식","개별난방","7","517","삼성건설(주)","상도2구역 주택재개발조합","2004-12-06 00:00:00.0","81236","45011","59197","109","277","131","","상도래미안1차.apti.co.kr","","2022-04-05 15:01:48.0","907-00-06717-1","위탁","단일계약","위탁","0.00","649","의무","2016-05-24 16:02:59.0","Y","N","126.933382","37.5046037","2013-03-07 09:46:27.0"
"1114","A15085805","신길남서울","아파트","서울특별시 영등포구 신길로 108","서울","영등포구","신길동","관리사무소","신길로","108","028367552","028367552","236","","분양","자치관리","계단식","개별난방","13","518","근대건설","성아산업","1974-12-28 00:00:00.0","32295","24644","29905","488","30","0","","남서울.apti.co.kr","","2022-04-05 14:41:01.0","60182613200","위탁","단일계약","위탁","6347.14","270","의무","2017-04-21 14:12:54.0","Y","N","126.9103397","37.5012317","2013-03-07 09:46:27.0"
"1115","A15728003","마곡수명산파크3단지","아파트","서울특별시 강서구 수명로1길 110","서울","강서구","내발산동","발산택지개발지구","수명로1길","110","0226673114","0226673112","","","임대+분양","위탁관리","계단식","지역난방","8","518","두산건설","SH공사","2007-09-21 00:00:00.0","75332","43879","56412","0","518","0","","","","2022-04-05 12:49:17.0","","위탁","종합계약","위탁","0.00","672","의무","2013-06-23 10:50:08.0","Y","N","126.8246879","37.5526641","2013-03-07 09:46:27.0"
"1116","A13985107","월계청백4단지","아파트","서울특별시 노원구 월계로45가길 94","서울","노원구","월계동","781번지","월계로45가길","94","0262244687","0262244688","","","분양","위탁관리","혼합식","지역난방","4","520","서울특별시도시개발공사","(주)태영건설","1998-08-10 00:00:00.0","51070","31629","49693","387","133","0","","없음","","2022-04-05 08:23:22.0","90700087281","위탁","단일계약","위탁","0.00","389","의무","2013-06-23 12:36:25.0","Y","N","127.0517199","37.6316981","2013-03-07 09:46:27.0"
"1117","A15003801","영등포삼환","아파트","서울특별시 영등포구 영중로 145","서울","영등포구","영등포동8가","76-1","영중로","145","0226771635","0226355242","","","분양","위탁관리","혼합식","개별난방","7","520","삼환기업(주)","동아맨숀아파트 재건축 조합","1999-05-31 00:00:00.0","73539","41685","54632","208","220","92","","","","2022-04-05 14:02:05.0","10780013400","위탁","단일계약","위탁","4441.95","578","의무","2017-11-24 11:48:05.0","Y","N","126.9050948","37.5294615","2013-03-07 09:46:27.0"
"1118","A13610005","정릉힐스테이트3차","아파트","서울특별시 성북구 보국문로 116","서울","성북구","정릉동","1031번지 정릉힐스테이트3차 아파트","보국문로","116","029191220","029431281","","","분양","위탁관리","계단식","개별난방","19","522","현대힐스테이트","현대힐스테이트","2008-06-09 00:00:00.0","81104","41788","55613","222","200","100","","","","2022-04-05 07:09:08.0","128-86-20287-0","위탁","종합계약","위탁","0.00","614","의무","2015-02-02 09:25:57.0","Y","N","127.0074949","37.6143809","2013-03-07 09:46:27.0"
"1119","A13980509","공릉삼익4단지","아파트","서울특별시 노원구 동일로198가길 13","서울","노원구","공릉동","714","동일로198가길","13","029731254","029762262","","","분양","위탁관리","복도식","지역난방","4","525","도시개발공사","도시개발공사","1994-12-07 00:00:00.0","38318","26077","37154","525","0","0","","","","2022-04-05 08:35:15.0","91611681141","위탁","","위탁","0.00","250","의무","2018-09-19 16:59:13.0","Y","N","127.0719366","37.6298852","2013-03-07 09:46:27.0"
"1120","A13486504","천호동아하이빌","아파트","서울특별시 강동구 구천면로 278","서울","강동구","천호동","217-132","구천면로","278","024735145","024735146","","","분양","자치관리","혼합식","개별난방","5","526","동아건설산업(주)","동아아파트재건축주택조합","2000-06-15 00:00:00.0","64496","39924","53797","211","298","17","","","","2022-04-05 19:05:21.0","212-80-02452-0","직영","종합계약","직영","0.00","543","의무","2013-05-03 11:21:53.0","Y","N","127.1344342","37.5447137","2013-03-07 09:46:27.0"
"1121","A13201206","도봉동아에코빌","아파트","서울특별시 도봉구 도봉로180길 6-23","서울","도봉구","도봉동","654","도봉로180길","6-25","0234910250","0234910253","","","분양","위탁관리","계단식","개별난방","7","526","동아건설(주)",".","2003-03-15 00:00:00.0","90921","49932","66565","0","312","214","","","","2022-04-05 08:18:08.0","918-17-21309-1","위탁","단일계약","위탁","0.00","717","의무","2019-03-05 14:44:52.0","Y","N","127.0469082","37.6815145","2013-03-07 09:46:27.0"
"1122","A13607101","안암삼성래미안","아파트","","서울","성북구","안암동1가","361번지 안암래미안 관리사무소","","","029240709","029240705","","","분양","위탁관리","계단식","개별난방","12","528","삼성건설","안암제1구역주택재개발조합","2005-06-16 00:00:00.0","54214","41676","52792","232","206","90","","","","2022-04-05 06:59:32.0","916-09-18938-1","위탁","종합계약","위탁","0.00","588","의무","2018-04-06 10:16:29.0","Y","N","127.023761","37.589317","2013-03-07 09:46:46.0"
"1123","A11054101","창신두산","아파트","서울특별시 종로구 지봉로5길 7","서울","종로구","창신동","두산아파트","지봉로5길","7","027637006","0262617006","124","FILE_000000000005408","분양","위탁관리","혼합식","개별난방","3","529","두산건설(주)","두산건설","1999-04-30 00:00:00.0","65446","37702","51642","289","240","0","","","","2022-04-05 04:05:52.0","91304707961","위탁","단일계약","위탁","3561.88","521","의무","2015-02-10 09:37:30.0","Y","N","127.0142935","37.574221","2013-03-07 09:46:49.0"
"1124","A13684605","정릉푸른마을동아","아파트","서울특별시 성북구 서경로 31","서울","성북구","정릉동","푸른마을 동아아파트","서경로","31","029139973","0262259973","","","분양","위탁관리","혼합식","개별난방","7","529","(주)동아건설산업","(주)동아건설산업","2003-10-04 00:00:00.0","75794","42906","57022","150","320","59","","","","2022-04-05 07:04:36.0","","위탁","단일계약","위탁","0.00","544","의무","2015-10-15 14:49:14.0","Y","N","127.0143452","37.6073332","2013-03-07 09:46:49.0"
"1125","A13187406","신내새한아파트","아파트","서울특별시 중랑구 용마산로 616","서울","중랑구","신내동","795번지","용마산로","616","0234232027","0234232028","","","분양","위탁관리","혼합식","개별난방","6","532","새한건설(주)","새한건설(주)","1998-11-27 00:00:00.0","68381","42562","54278","212","228","92","","","","2022-04-05 06:46:29.0","90800269141","직영","종합계약","위탁","0.00","594","의무","2013-06-23 14:53:35.0","Y","N","127.1014689","37.6051873","2013-03-07 09:46:49.0"
"1126","A15010306","양평거성파스텔","아파트","서울특별시 영등포구 선유로43가길 24","서울","영등포구","양평동3가","90-1","선유로43가길","24","0226762465","0266722465","4","","분양","위탁관리","계단식","개별난방","7","532","(주)거성주택","(주)거성주택","1999-05-24 00:00:00.0","78630","48513","61067","111","283","138","","","","2022-04-05 14:32:44.0","90700087321","직영","종합계약","위탁","0.00","693","의무","2018-03-06 11:13:16.0","Y","N","126.8919132","37.5316287","2013-03-07 09:46:49.0"
"1127","A12109001","마포자이","아파트","서울특별시 마포구 독막로42길 2","서울","마포구","염리동","521","독막로42길","2","0232753925","0232753926","1212","","분양","위탁관리","계단식","지역난방","10","534","GS건설(주)","진주아파트 재건축조합","2003-12-05 00:00:00.0","105206","58250","70619","0","228","166","","","","2022-04-05 11:01:02.0","","위탁","종합계약","위탁","4145.00","892","의무","2013-05-30 18:26:47.0","Y","N","126.9451908","37.5433293","2013-03-07 09:46:49.0"
"1128","A14007001","도원삼성제2","아파트","서울특별시 용산구 새창로8길 7","서울","용산구","도원동","25","새창로8길","7","027120647","027120746","","","임대","위탁관리","복도식","개별난방","2","534","삼성물산","삼성물산","2001-08-03 00:00:00.0","37663","17494","26479","534","0","0","","","","2022-04-05 04:32:33.0","91000054391","위탁","단일계약","위탁","0.00","0","기타","2013-06-23 12:24:17.0","Y","N","126.9564008","37.5397888","2013-03-07 09:46:49.0"
"1129","A13383801","옥수중앙하이츠","아파트","서울특별시 성동구 한림말길 50","서울","성동구","옥수동","100","한림말길","50","0222942178","0222942179","4","","분양","위탁관리","계단식","개별난방","9","536","중앙건설","중앙건설","1998-03-30 00:00:00.0","94934","54100","66451","0","248","288","","","","2022-04-05 05:22:38.0","20682608630","위탁","단일계약","위탁","5841.64","600","의무","2016-03-22 13:10:39.0","Y","N","127.016339","37.540028","2013-03-07 09:46:49.0"
"1130","A15004201","당산동대우","아파트","서울특별시 영등포구 영등포로 106","서울","영등포구","당산동2가","16-1","영등포로","106","0226334815","0226334816","","","분양","위탁관리","혼합식","중앙난방","2","536","대우","대우건설","1999-01-26 00:00:00.0","50379","19303","28353","536","0","0","","","","2022-04-05 14:12:09.0","907-00-23986-1","위탁","단일계약","위탁","665.04","542","의무","2019-08-13 13:34:14.0","Y","N","126.8928072","37.5213197","2013-03-07 09:46:50.0"
"1131","A14381510","광장현대8단지","아파트","서울특별시 광진구 아차산로 522","서울","광진구","광장동","565번지 광장현대8단지관리사무소","아차산로","522","024565863","024473587","2136","","분양","자치관리","혼합식","개별난방","3","537","현대건설(주)","현대건설(주)","1995-03-27 00:00:00.0","69686","43257","58808","94","443","0","","","","2022-04-05 05:41:49.0","20682610710","직영","종합계약","위탁","0.00","411","의무","2013-05-29 15:58:32.0","Y","N","127.1001431","37.5421038","2013-03-07 09:46:50.0"
"1132","A15807311","신트리3단지","아파트","서울특별시 양천구 신정로 290","서울","양천구","신정동","1276","신정로","290","0226958606","0226958607","235","","분양","위탁관리","혼합식","지역난방","8","537","서울시도시개발공사","진흥기업","2000-10-11 00:00:00.0","84727","45494","60596","0","537","0","","신트리3단지.apti.co.kr","","2022-04-05 11:28:29.0","90700080951","위탁","단일계약","위탁","5321.42","672","의무","2017-02-22 17:40:45.0","Y","N","126.8530425","37.5119316","2013-03-07 09:46:51.0"
"1133","A13821004","송파파인타운7단지","아파트","서울특별시 송파구 충민로4길 19","서울","송파구","장지동","송파파인타운7단지","충민로4길","19","024007749","024007741","","","임대+분양","위탁관리","혼합식","개별난방","6","537","극동건설","sh","2007-12-24 00:00:00.0","68286","35109","47668","300","237","0","","","","2022-04-05 18:20:58.0","90800042481","위탁","단일계약","위탁","0.00","576","의무","2019-02-22 15:31:58.0","Y","N","127.1308268","37.4791574","2013-03-07 09:46:51.0"
"1134","A13982702","상계마들대림","아파트","서울특별시 노원구 동일로221길 22","서울","노원구","상계동","695","동일로221길","22","029331084","029523500","","","분양","위탁관리","계단식","지역난방","4","538","대림산업주식회사","대림산업주식회사","1988-06-15 00:00:00.0","61183","50271","61181","0","0","538","","www.daehan21c.co.kr","","2022-04-05 09:06:56.0","21082623270","위탁+직영","단일계약","위탁","4159.52","520","의무","2013-06-23 12:36:06.0","Y","N","127.057275","37.6597904","2013-03-07 09:46:51.0"
"1135","A15003802","당산푸르지오","아파트","서울특별시 영등포구 영중로 154","서울","영등포구","영등포동8가","91번지","영중로","154","0226781489","0226781466","","","분양","위탁관리","계단식","개별난방","9","538","(주)대우건설","(주)대우건설","2004-08-23 00:00:00.0","104018","57056","73741","44","202","246","","","","2022-04-05 14:02:33.0","10780055170","위탁","종합계약","위탁","0.00","851","의무","2013-06-23 11:55:21.0","Y","N","126.9064223","37.5301096","2013-03-07 09:46:51.0"
"1136","A12114001","서강GS","아파트","서울특별시 마포구 창전로 26","서울","마포구","신정동","30","창전로","26","027126853","027126887","1346","","분양","위탁관리","혼합식","개별난방","6","538","GS건설","GS건설","1999-07-01 00:00:00.0","70173","44020","61072","226","178","134","","","","2022-04-05 11:11:26.0","105-82-60935-0","위탁","단일계약","위탁","3607.88","533","의무","2013-06-23 15:22:17.0","Y","N","126.931681","37.5440956","2013-03-07 09:46:51.0"
